CODEASSU,AGE,VILLE,PROFESSION,PRIMTOTALE
4161,54,30,19,26638
3971,25,1,32,98024
4043,69,16,8,14000
4035,51,25,31,25649
4397,29,7,4,82927
3572,44,1,21,27192
4262,43,8,1,17980
2955,59,12,23,85000
2701,37,28,8,21482
3126,39,26,17,89590
3039,53,22,26,146685
3130,69,5,15,57000
3869,30,28,8,23649
3360,40,15,13,86894
3450,60,15,21,26638
4275,50,24,8,106183
4366,32,16,12,95981
3772,31,1,15,14002
3430,55,12,8,18000
3013,41,9,12,115773
2942,58,14,16,113870
3133,51,7,23,30000
3009,45,17,16,93050
4850,56,1,26,108658
3867,38,25,11,135736
4426,42,9,1,20073
4158,56,24,0,73035
2503,53,11,8,77478
2908,65,12,8,19156
3879,32,21,32,265000
3458,53,21,3,73213
4599,44,22,2,250000
3289,33,24,15,16317
2910,48,2,8,85000
4716,67,17,15,21989
3495,33,20,15,127134
3552,64,0,15,91871
2960,67,13,8,265000
4627,31,23,0,20000
4777,45,10,1,37998
4895,46,24,26,23284
2570,58,19,8,98045
4061,27,9,17,98196
3375,38,9,12,15143
4446,46,18,24,65000
2514,44,25,0,135000
4398,25,31,3,99992
3293,45,0,8,73039
3889,53,15,9,22078
3938,37,11,0,286849
2735,26,7,3,23778
3872,32,10,11,63000
3490,55,3,28,105677
3684,61,8,1,20073
3027,57,3,0,83167
3382,66,26,5,59000
3815,67,31,6,80646
4610,37,26,1,92125
3501,27,2,27,267526
2906,45,26,15,40373
2508,43,23,15,164910
6650,64,0,3,107831
6146,69,30,9,105000
7861,34,24,27,80646
6004,43,1,4,97261
6819,34,1,3,80646
6058,69,8,5,20000
6079,50,20,13,103850
8379,58,30,23,84036
6381,56,23,0,17768
5012,35,20,4,89590
8189,64,3,23,777575
7134,63,25,8,17500
7914,46,24,8,81983
6623,30,18,8,52277
5962,67,13,32,50000
7291,39,27,27,30000
8367,57,7,23,89448
6605,31,28,9,120000
5176,59,26,27,85397
5291,34,14,23,18000
7159,33,5,8,21979
7747,31,22,17,112794
7327,58,19,0,30001
5164,58,27,17,91871
7526,56,0,12,61377
6919,41,31,15,17500
6920,49,24,0,15143
5528,58,30,1,167500
7587,47,26,15,112794
5606,59,20,0,118500
5492,58,20,20,91871
7334,26,10,17,91871
5422,47,1,8,115773
5559,54,18,29,75355
7464,40,7,5,23649
6449,63,11,16,115000
6731,54,4,26,303187
7650,47,21,22,109722
5364,36,25,22,116282
7164,62,2,21,176445
5760,64,23,11,280489
6734,44,1,16,134330
7246,45,19,30,36499
6540,49,19,8,169637
6672,61,30,12,24519
5190,53,20,2,124200
7384,60,1,17,79722
6149,28,27,16,92467
6855,35,14,23,67334
5297,34,3,14,73635
5193,32,8,32,18000
5195,56,10,17,20388
5848,50,12,27,76278
5373,60,21,0,29685
5209,57,9,17,21970
5211,29,6,4,87074
6042,49,1,8,299983
7733,41,0,12,17980
6273,49,30,27,90186
5581,62,15,7,130000
6274,45,5,0,117802
7394,25,27,32,24374
7778,59,4,16,112890
7609,25,30,5,24817
7784,33,14,27,60952
6153,40,23,12,42124
7856,45,24,21,96726
7977,60,19,26,18000
5988,55,20,0,25028
7722,68,23,3,22037
6183,35,31,8,15143
6189,56,28,0,100861
6294,29,22,4,66559
6122,62,9,4,15143
6296,26,8,22,80000
6055,25,17,16,103464
6318,36,23,3,150261
6321,30,3,22,135515
6324,49,14,27,16317
7858,51,20,6,81242
7618,57,22,22,402124
5867,27,14,1,450842
5869,26,13,12,83847
5245,61,23,23,1083922
5147,27,17,12,100988
6609,52,24,15,80646
5805,55,2,24,310879
6007,34,6,12,29023
7347,36,29,3,16317
5386,53,16,14,21352
5390,51,7,21,109999
5663,34,16,23,683467
5397,69,16,22,16450
5466,40,14,11,248212
5467,41,27,29,24374
5468,51,16,17,106000
5399,25,21,16,35000
5470,67,14,19,49295
5457,54,0,27,92467
6288,48,1,25,143705
5557,30,25,23,131534
7816,40,30,0,146500
7817,38,4,29,160094
5114,66,4,16,75822
6758,33,31,3,39000
6756,35,22,22,29023
7018,62,10,23,92721
8296,59,14,26,26638
6958,67,20,0,131000
5717,48,5,1,23778
6761,34,20,12,198901
5320,48,20,22,36978
7935,41,29,9,161810
7431,49,23,24,56000
5012,35,20,4,463339
5418,26,1,26,59297
7971,49,23,15,92467
7681,35,10,32,47435
5026,29,5,22,28425
6434,42,25,23,89501
6477,37,2,0,40092
6689,63,12,21,17768
5108,45,13,15,74307
6696,40,28,9,38000
6697,50,21,17,17500
5241,68,9,26,87018
7697,36,8,5,87018
6868,49,27,18,87827
7164,62,2,21,125822
7155,26,25,2,98533
6837,54,24,17,81100
5687,63,31,21,140509
5476,64,30,17,152011
5960,51,23,27,-64857
7111,37,3,2,38000
6020,57,24,5,66144
6486,54,11,31,92467
7718,69,1,8,76980
6097,37,11,0,82000
6503,47,3,30,297751
7423,40,6,16,100310
8120,68,26,27,81242
8118,38,22,16,16317
8188,53,9,1,115000
8134,43,22,4,21547
1098,63,3,12,14844
2296,26,26,0,88657
1966,55,18,22,100499
1568,38,26,0,93500
2223,63,18,0,118905
2379,52,24,17,83301
2282,68,4,16,26638
1742,39,25,0,127267
1960,43,8,0,95000
2260,40,0,25,127267
1881,48,16,27,17725
2134,43,15,7,89888
2169,36,18,16,93095
1422,32,31,29,112495
2195,69,5,5,95025
1417,51,2,18,26339
1090,30,0,23,135000
1202,65,0,0,43455
1500,40,12,1,17239
1540,27,4,7,75765
2451,37,4,18,75204
1730,64,28,8,99415
1303,58,10,26,75204
1287,69,18,21,26339
1448,66,26,14,26339
2265,47,26,21,140795
2146,40,23,32,195736
1216,56,11,30,132661
2233,55,8,28,80646
2206,51,30,4,19774
2207,33,10,21,34809
1241,26,11,24,18000
1283,69,21,3,81437
1413,42,31,16,15805
2278,57,11,27,33411
1438,54,29,3,96365
1057,48,2,22,87220
1939,46,28,8,154021
1561,39,13,22,136870
1704,36,18,0,17682
1544,47,29,12,3151456
2254,63,0,4,41907
1386,65,8,3,-79381
1462,68,18,12,21860
2388,68,27,21,143705
1478,63,3,10,17762
1521,41,24,17,16151
1560,40,10,9,40007
1949,62,4,25,93095
1476,35,29,0,99219
2130,29,11,14,84665
2332,68,8,22,33188
2009,28,9,3,35270
1247,41,0,20,149510
1558,66,7,14,74008
1633,57,18,29,98036
2370,60,24,15,30032
1123,39,18,19,31000
2167,59,4,16,112244
1001,50,14,14,101500
1797,61,3,23,16700
2419,49,11,29,42967
2038,63,13,21,58513
1291,45,20,32,26009
1627,62,31,28,19493
1847,52,17,11,100007
1052,41,6,26,304696
2196,36,23,27,88151
1821,69,1,27,12496
2449,25,17,5,143406
1572,39,19,32,77179
1261,58,11,14,107036
2064,63,5,32,20000
2252,69,15,16,17085
1167,57,16,8,346821
1815,26,16,27,21183
1964,35,23,23,39987
1488,69,19,8,95000
2053,38,1,8,95000
2122,55,19,0,21183
1675,40,12,3,62387
1177,29,2,3,17085
2184,68,29,2,87316
2326,63,12,12,160000
1095,31,3,16,80160
1724,57,2,17,165358
1798,33,5,25,28000
2118,65,6,1,60007
2434,55,13,12,16189
1809,70,24,12,21183
2152,43,26,17,33771
1533,48,24,12,90435
2472,69,4,5,84500
1947,55,2,29,220594
1209,51,26,30,31000
2497,66,19,32,49593
1045,49,22,1,348821
1353,62,5,31,85000
2418,30,22,6,83737
2261,37,1,32,73000
1837,62,2,0,115773
1638,35,10,16,49921
2387,50,29,32,21183
1378,61,17,32,21482
2411,31,29,0,27300
1635,54,19,4,87671
1546,55,13,22,134951
1452,44,9,0,-16341
2217,46,1,25,135001
2393,40,4,8,19774
1649,62,18,7,57500
1683,62,26,23,91871
1196,27,6,16,15143
1137,64,16,23,103850
1138,59,12,25,27397
1157,70,4,29,20000
1032,47,22,12,130000
1033,54,10,24,130000
1034,47,18,21,130000
1035,45,30,8,27075
1036,59,19,0,150653
1092,53,27,26,77478
1091,52,0,10,88117
1269,50,29,0,75297
1270,40,20,22,3500800
1386,65,8,3,115000
1200,30,10,32,21183
1158,54,8,21,20778
1222,27,27,17,83700
1201,26,17,14,16018
1337,35,20,29,66066
1654,36,7,29,89590
1202,65,0,0,80347
1310,33,3,21,87901
1588,26,16,16,21860
1442,53,11,10,73039
1139,42,20,4,15143
1038,65,25,15,336819
1039,25,9,1,127812
1141,44,31,27,20388
1093,29,8,12,127523
1449,56,21,32,91871
1689,51,22,8,27234
1436,36,9,1,26553
1161,60,31,9,56000
1144,68,1,3,12795
1145,63,21,32,75503
1006,49,6,1,164611
1714,36,7,4,595792
1715,66,9,16,90453
1225,32,17,26,67334
1265,65,24,1,25028
1520,60,20,17,20778
1239,58,7,25,50000
1314,39,10,22,32282
1553,38,16,3,78321
1041,47,5,14,90364
1042,37,30,21,53286
1295,49,12,26,25115
1691,55,27,18,92016
1472,36,9,17,27234
1474,44,1,11,86806
1163,55,11,12,1330000
1207,58,26,25,87692
1330,28,1,27,17500
1331,59,4,28,190000
1117,26,31,32,36978
1118,37,5,27,105000
1011,61,9,18,18000
1120,61,12,12,42979
1104,36,27,8,13969
1213,67,18,3,21860
1556,66,3,31,56955
1557,66,19,20,24800
1416,63,20,16,14843
1302,65,7,7,42333
1506,25,19,17,20073
1454,44,7,9,17384
1568,38,26,0,37697
1045,49,22,1,141605
1323,32,29,16,16450
1214,49,24,28,140632
1151,39,11,0,95000
1250,67,28,26,26339
2275,29,29,16,76381
1018,26,29,4,112794
1019,62,25,26,26652
1670,50,28,15,82079
1674,31,2,27,91871
1020,49,1,0,13670
1021,31,10,27,108376
1022,33,7,1,17085
1110,41,30,23,23271
1023,65,0,8,23867
1594,46,2,32,19774
1618,57,9,16,16018
1024,70,0,0,67151
1595,56,14,32,16018
1258,66,28,0,15143
1082,59,17,32,252225
1575,44,1,21,102868
1257,50,0,19,60050
1538,28,1,17,148350
1058,60,2,16,38387
1027,49,1,14,17000
1028,67,9,27,66559
1326,29,10,5,134951
1060,38,8,4,89590
1135,65,7,4,35000
1061,40,16,4,27302
1701,36,4,4,63500
1702,63,11,5,67267
1125,50,15,6,94695
1087,30,6,24,112794
1572,39,19,32,40136
1600,48,18,32,81314
1648,52,30,10,32000
1853,60,19,15,193805
1922,49,17,32,16850
1889,62,16,1,88710
1895,68,14,27,47191
1965,64,10,4,82927
1827,34,8,21,21989
1926,46,10,17,113418
1927,57,28,23,95697
1928,31,0,29,240336
1929,39,13,23,130850
1901,25,16,9,87535
1902,68,16,16,36500
1905,28,4,10,22972
1930,48,15,23,305077
1936,36,7,16,38387
1865,33,30,12,85364
1866,42,22,17,269136
1941,47,28,8,108053
1748,59,21,16,176445
1814,51,7,27,78074
1771,45,27,17,28427
1773,28,23,32,32011
1820,55,9,0,17000
1867,30,18,0,89590
1884,36,6,22,72736
1837,62,2,0,21482
1838,32,9,27,48400
1957,58,23,16,20000
1998,48,19,23,77478
1999,45,17,16,8979073
1612,61,12,17,45639
4607,31,14,22,93000
4669,60,23,4,93000
3116,41,13,23,89099
4331,47,17,19,114881
2602,55,7,21,23649
2747,53,9,14,136052
2613,51,7,9,36428
3793,42,21,8,125226
2757,55,23,0,18000
3833,42,22,22,369990
2791,60,10,32,134951
3324,57,11,18,120000
4358,42,26,28,20500
2827,43,18,14,17980
4325,68,25,23,20073
3076,63,28,31,23877
3046,51,12,4,84210
3742,34,26,23,130686
3613,37,31,21,149862
4805,25,20,15,98145
2592,51,21,0,35569
3679,59,31,16,25810
4114,48,19,27,55000
4585,45,31,5,17000
4820,37,20,16,42979
3614,31,28,1,17500
3576,61,17,32,62750
4159,31,10,21,53543
3721,47,29,21,14000
4395,64,30,23,75000
3738,48,14,15,115000
3136,35,9,11,40000
3726,56,14,16,16105
2545,38,10,27,20073
4629,33,3,23,91630
3389,42,24,0,66559
4340,30,14,25,113777
4575,56,13,4,22500
4922,66,24,13,26000
3633,25,20,3,134669
2775,25,10,16,91565
4635,32,13,15,16700
3594,26,30,29,1
4266,37,13,7,55000
4567,65,1,8,384067
4748,39,22,26,139713
4938,55,8,27,89590
2782,55,29,27,68521
3036,35,19,14,23778
3099,42,10,21,16000
4174,59,31,4,120357
4322,63,10,32,1045880
3645,32,19,28,18000
3578,69,14,12,111698
3579,49,24,15,35006
2811,46,10,15,290000
4713,25,9,25,17500
3658,30,17,26,140000
3829,47,22,16,152069
2996,64,1,17,62771
3868,31,18,14,22037
4637,43,3,22,38000
4259,45,1,23,20000
3662,29,31,0,18000
2674,69,5,8,42124
4254,65,22,9,229814
2590,59,23,6,38387
4665,70,30,23,90000
4098,48,1,8,163283
3757,28,19,21,80646
4571,70,28,17,56114
3049,33,15,12,52935
2711,69,17,7,15295
2628,70,25,32,91056
2543,36,17,23,12795
4118,44,4,23,69507
4824,58,7,1,16000
4826,25,5,1,17768
3700,52,24,9,200023
4703,36,21,32,26638
4827,68,29,12,23778
4990,37,6,5,21989
4341,58,0,4,27033
3597,45,16,17,125000
4814,69,27,19,23001
2615,44,24,9,26950
3286,33,3,13,115773
2542,67,28,16,17768
3373,31,0,29,30000
4108,31,29,12,22078
3693,50,17,12,91000
4040,25,1,29,134001
3301,26,26,28,17768
2758,44,18,12,58000
2795,58,1,9,75075
2550,58,12,11,23649
4647,31,9,21,17000
3800,32,10,4,113390
4225,48,27,27,39147
2555,29,24,13,19156
2618,50,16,8,74307
4503,46,14,15,98306
3604,51,28,27,87408
4864,47,18,17,23778
4156,29,2,8,100000
4447,48,23,0,12795
4300,66,10,27,125008
4113,46,24,27,77266
2761,53,15,16,18000
3309,69,22,9,25000
3346,67,20,24,31001
4289,42,3,31,32829
3088,27,21,22,21482
2731,64,16,0,21482
4200,53,26,0,106000
4845,32,22,10,148412
2704,41,9,12,60000
4337,25,20,17,31192
2842,50,16,1,80646
4458,30,12,15,25028
3890,48,0,11,82000
4315,42,26,29,93817
4733,61,23,12,89590
3095,57,6,11,101500
4781,59,31,21,179165
4293,57,9,12,186166
4120,60,27,4,21862
3093,65,14,31,79677
4094,36,17,22,23271
3109,55,9,16,73039
2646,60,7,20,30001
4229,44,23,0,34677
3767,54,16,16,42500
3270,41,18,26,62396
3968,54,19,26,90000
3916,46,0,9,23649
3973,27,4,32,68214
4193,69,4,10,94662
2856,60,30,21,53601
4237,32,14,16,169637
4059,28,4,30,115000
2730,30,9,27,21482
2841,26,20,8,134669
3359,51,24,6,92125
4639,26,27,16,30000
2980,58,31,13,20073
3865,27,6,0,23778
4662,46,3,31,35665
4139,47,1,15,20073
2742,70,10,15,22037
3119,46,1,12,42500
3639,70,23,23,12795
4141,55,4,24,22037
4410,26,11,27,275971
4071,31,1,12,115773
3383,69,1,23,91871
2794,62,30,21,103000
2511,42,31,23,26087
4359,30,25,21,98413
3029,35,31,16,75866
4980,30,20,22,18952926
4940,58,3,20,124656
4764,64,24,8,74307
3618,64,17,32,23698
2521,53,21,0,130000
3030,29,22,29,72002
4546,45,2,1,95176
3199,66,20,0,25296
3787,44,0,32,75503
4982,60,15,6,17814
4074,28,14,27,89006
3999,42,21,3,85000
4616,65,5,27,3841736
3393,42,29,18,16317
3642,67,8,27,49882
3624,38,17,8,57937
4006,36,14,10,81979
2772,25,4,27,139913
4244,35,21,22,60026
4729,68,25,21,18066
4728,30,22,29,102868
4253,51,8,27,132050
3284,58,29,17,26638
2977,30,27,32,24800
4964,30,17,8,91871
3814,34,12,8,112425
3972,41,25,13,23778
4738,52,11,0,20000
4413,33,22,12,115773
3800,32,10,4,25028
3141,65,8,24,17768
2885,68,8,10,34977
4165,32,7,11,118322
2896,34,1,20,20073
4955,32,7,32,20778
3368,56,2,16,14000
4182,34,29,0,28427
3274,65,1,23,173872
4003,54,14,11,161479
4321,37,10,26,23649
4808,44,6,7,23053
4423,62,20,12,13969
4424,70,13,20,66559
2900,30,10,23,16317
3416,29,28,1,17384
4142,70,12,15,80013
3051,64,8,28,57958
2880,45,17,1,16450
3623,70,27,4,20000
4471,48,17,12,230240
3255,53,23,16,28739
3144,42,7,2,121000
4104,48,12,3,-427929
3441,26,4,8,22078
4568,45,27,23,21580
3842,34,14,25,26221
3214,26,21,26,165657
4093,49,10,4,20000
2526,50,13,22,80000
3522,64,3,8,130686
3851,52,29,32,86478
4666,48,3,23,89099
4197,61,25,23,45000
4947,33,1,0,58812
4638,60,2,23,17384
4526,34,9,27,23649
2898,53,31,18,24567
2952,68,30,32,23271
4667,68,5,12,24800
3328,48,15,5,355410
2825,52,31,2,428392
3226,54,15,26,275000
4078,41,24,24,147859
4198,33,13,0,121360
4635,32,13,15,32665
4599,44,22,2,4893661
4357,37,29,7,12795
3350,26,15,16,134647
4758,44,14,15,98708
4047,29,25,26,23000
3853,35,15,28,29089
3953,54,27,19,154000
4693,31,22,3,35567
2560,53,0,0,174500
4079,31,28,26,105000
4008,26,7,15,148350
3609,47,19,31,15143
4431,49,3,1,25002
4314,51,1,12,118827
2917,33,2,17,31000
4010,25,22,23,115773
2990,61,7,18,17768
3058,57,22,8,115773
4517,38,13,17,32665
3910,52,12,16,15143
3034,26,28,31,104522
2776,62,6,14,86610
4116,31,21,17,139913
4017,30,22,8,25417
4059,28,4,30,55500
3808,52,21,16,14000
4950,52,0,9,23649
4894,25,22,11,86422
4589,29,9,5,851650
2833,63,28,12,59580
3174,30,0,29,116500
2777,44,1,9,67334
2613,51,7,9,79378
3454,37,29,3,34000
3402,47,28,0,115773
3631,57,12,25,89590
3028,30,4,3,40000
2852,64,13,12,36500
2948,50,15,5,31495
2786,41,28,32,103850
2785,27,21,22,33487
2762,32,3,27,23271
2787,65,16,12,35538
3530,51,19,17,60005
3618,64,17,32,35500
3151,62,31,13,21989
2695,25,31,4,176453
3292,45,25,5,110000
4428,50,6,0,36310
4429,56,25,11,51534
2530,39,6,15,23000
3899,45,22,17,21879
2807,58,5,32,101500
4208,26,26,15,38409
2881,35,8,13,118527
3139,70,30,26,16317
4354,34,21,17,34969
4096,62,11,16,23649
4080,65,17,22,0
3463,27,17,16,60597
3626,44,27,12,16850
2774,53,19,26,144447
4957,61,16,25,144448
4137,64,28,8,134669
4741,47,30,21,240531
4742,63,25,0,115773
3113,46,15,2,98023
2694,27,14,10,28858
2722,57,15,16,51031
3120,35,6,8,16700
2828,65,16,23,38003
2875,42,21,4,73000
3745,37,18,12,127921
2964,65,31,22,80005
3528,51,6,15,43270
4474,57,20,21,112794
2941,38,6,23,105549
4142,70,12,15,21500
2876,28,1,12,98044
4087,43,25,28,21482
2531,51,2,12,40286
4033,70,8,15,17954
2737,30,31,32,29023
2957,57,8,4,402124
4044,41,31,26,28427
2607,48,1,15,31148
3239,30,19,30,86478
3515,33,25,2,17500
3852,64,12,23,20073
3521,62,1,0,464183
4036,50,9,24,101503
3641,33,16,10,87535
4622,50,18,22,60597
3945,55,6,26,125019
4554,36,21,8,22037
3946,56,7,21,16317
2644,60,17,17,40004
4543,30,13,14,26221
4464,50,3,17,28500
4477,58,16,21,30000
2999,36,20,12,84034
4149,37,25,12,4617176
3657,54,2,9,23271
2940,52,11,0,85000
3498,33,3,9,84261
2645,30,25,14,17991
4529,31,11,15,91871
4863,25,20,8,98045
3194,25,18,16,17814
4530,35,1,17,109714
4332,50,31,31,105677
4276,26,1,10,136335
3529,62,30,28,132785
2997,29,2,4,66559
3456,29,2,9,125017
3712,35,17,23,156080
4018,36,23,9,119622
4030,50,8,6,74715
4873,38,23,22,112000
2834,62,25,14,123558
2516,44,11,19,139005
3179,27,26,10,68000
3138,64,9,7,18000
3525,31,10,3,84036
3866,49,24,12,17384
2550,58,12,11,23778
3768,42,8,5,84092
2725,63,20,23,17384
4368,50,9,9,23649
4369,34,1,12,96226
3772,31,1,15,20073
3240,50,0,14,95176
4561,33,19,2,77478
3150,25,6,16,80646
4886,50,5,21,47865
2845,44,1,12,18000
2873,34,19,1,18000
4954,44,1,23,17500
3436,45,13,3,17991
3724,29,29,9,646004
4885,70,12,18,20000
3685,43,6,28,20000
3563,30,5,27,80646
3264,52,15,28,50220
4832,33,18,16,16450
3788,62,30,17,335297
3687,28,16,31,95578
3356,56,10,0,74008
2666,31,28,32,135212
4909,60,23,28,27300
3010,66,11,27,112794
4725,46,23,32,111698
2509,40,1,8,168877
3875,55,12,21,49611
3473,66,1,21,95000
3068,54,29,9,16000
3507,37,13,3,81983
3776,35,21,6,20073
3975,30,22,8,20000
4387,38,27,16,91871
4954,44,1,23,75503
4250,68,12,32,104412
4908,54,0,12,65000
2720,32,25,17,23649
4234,69,22,30,42124
3565,38,7,8,127134
2737,30,31,32,17199
4052,56,1,8,89143
4541,47,17,8,92125
4626,48,27,22,28427
3494,66,13,20,105549
2555,29,24,13,87692
4050,47,26,32,23649
3471,60,30,8,22078
4495,37,5,26,89590
4912,68,1,26,89590
4045,67,12,32,75209
4496,67,6,0,40373
4992,65,1,8,100001
3872,32,10,11,23095
4258,30,23,4,91871
3372,41,5,4,21482
2598,68,24,15,160000
3978,51,0,1,24809
3091,45,27,18,88124
3375,38,9,12,145844
3887,57,30,13,147703
3512,30,19,27,103850
3256,53,4,1,66141
3368,56,2,16,60693
4902,50,25,8,84036
4390,57,7,18,28739
4993,36,30,0,167028
4448,57,21,20,78005
4218,42,21,8,89590
4263,62,31,20,29089
4795,56,4,25,45000
2662,67,13,31,58812
3228,39,18,8,-51905
3550,61,16,5,117691
4972,36,6,32,29089
4551,45,17,27,29089
2765,50,1,8,143705
3799,59,1,4,64737
3734,30,21,1,32013
3546,51,12,16,112244
3929,58,14,32,116500
4429,56,25,11,17768
4102,42,14,30,463116
3891,70,12,23,84261
3888,55,15,8,80000
4984,25,2,5,25000
2663,29,31,15,21482
4723,51,1,32,14000
3878,44,22,17,86012
3934,52,20,28,114881
3205,56,0,30,275000
4724,51,30,8,85000
3104,62,21,0,85000
3534,55,1,31,129249
4586,44,18,23,23986
4585,45,31,5,23000
4129,60,26,5,72403
4994,59,30,0,53000
3233,38,22,6,98043
3236,64,23,0,22088
2627,44,3,19,20778
4718,28,11,2,72000
4399,44,23,8,15143
2723,68,18,9,20778
4921,34,3,2,264199
2918,33,16,12,112425
2728,42,25,1,115775
4015,55,12,27,21482
4227,46,28,15,91871
3424,58,19,32,80000
4044,41,31,26,20000
3379,30,0,1,111503
4501,40,4,23,863207
4742,63,25,0,313651
2871,34,21,12,47001
3387,60,6,30,92125
4923,60,13,17,98347
5249,66,14,26,275000
3553,59,9,15,53000
2935,53,18,11,20073
4147,32,15,0,14600
4257,27,9,4,56182
2936,37,10,3,3053580
2571,44,9,17,88600
3884,42,16,12,89590
3122,51,25,16,26638
3566,39,0,5,96496
4392,58,29,19,18000
4143,37,16,23,62000
4572,57,17,6,14000
3123,44,11,32,57938
4914,35,10,1,265000
4295,34,0,11,50003
4296,42,15,22,60005
4403,32,16,6,18000
3483,52,9,26,23097
3982,35,17,18,32282
2929,36,11,23,89590
4985,52,30,12,161479
3129,47,16,15,21000
4457,49,24,20,36500
3648,51,7,7,29857
4653,46,3,26,17814
4744,29,7,23,34083
2509,40,1,8,20778
6733,36,0,4,25028
4004,38,28,26,73236
4935,46,19,32,115773
4933,30,25,8,127698
3992,63,3,10,93000
3388,35,24,16,126758
2899,36,14,15,28739
2938,31,10,0,52304
4938,55,8,27,76400
2576,67,8,9,14000
4727,29,18,23,-135305
3008,32,1,8,47004
8040,59,1,26,74658
4193,69,4,10,168884
6634,43,7,14,129249
7879,63,11,30,15143
3133,51,7,23,43000
4383,33,10,4,39256
3564,34,28,27,344296
5053,51,1,21,21860
5587,26,0,27,58348
5573,42,10,15,134951
7750,57,3,13,91871
7741,31,27,0,16402
7676,48,30,17,150496
5602,55,15,6,182415
7489,66,23,12,118754
5956,30,8,8,100044
5537,27,6,32,17384
6742,66,20,16,23778
7484,59,1,17,23000
5005,46,1,7,162500
5777,60,7,23,114850
6408,41,20,15,26638
6809,68,18,3,112794
8219,55,4,32,130686
5467,41,27,29,91871
7708,53,28,32,87563
8384,50,28,21,23195
8100,26,30,26,81983
5506,37,19,25,17814
5572,47,28,29,60240
5059,35,8,7,15143
7189,53,19,21,23271
5450,48,27,10,97600
6057,38,12,12,83674
5208,29,29,32,180269
7789,66,19,32,23649
6570,52,20,26,16000
5487,51,23,23,104440
8093,58,21,0,98940
5324,36,17,16,69659
8474,30,28,7,78434
5422,47,1,8,30000
5042,59,19,30,691574
6660,63,3,0,32228
6996,60,28,32,28427
5477,59,10,12,138000
6543,25,22,19,5539326
7683,34,27,15,91871
6810,51,31,8,119181
8202,51,14,8,51338
5251,53,15,30,143490
6544,61,0,26,89590
5671,50,23,26,115773
6516,31,7,28,88000
8294,27,16,27,140259
5103,54,10,0,85000
8043,32,28,8,17980
7580,31,23,4,64330
8451,43,5,14,130686
6615,70,21,16,91871
5232,55,18,22,80646
7262,66,20,0,42124
7825,66,31,3,86478
6319,35,30,16,83040
5028,29,29,16,102588
7230,43,24,12,42124
6224,67,1,23,85000
6425,41,4,8,68500
7679,50,13,32,120000
6856,33,17,1,52304
6259,35,9,24,62178
6554,25,14,21,310060
6876,68,21,12,144126
6995,30,30,7,75000
7267,69,2,12,21482
6959,58,20,26,59987
8491,52,13,27,91871
7393,52,12,27,25000
6119,62,21,21,18000
7253,33,17,19,149550
7081,26,16,12,115773
7197,70,13,4,77379
7377,29,10,0,85000
5277,36,14,1,23000
6945,69,16,27,21580
5698,34,24,12,298471
6871,47,17,32,62004
6235,31,2,23,60656
5688,70,15,23,25028
5525,41,9,29,15143
7655,51,10,1,70434
7333,31,6,13,58000
5983,54,16,4,23778
6558,42,5,30,89590
7295,28,17,4,89590
7482,55,14,1,76860
7405,44,6,28,51064
7891,45,31,7,21482
8470,47,27,14,454172
7095,62,20,23,77478
7727,70,25,32,17768
6982,32,19,15,35297
8314,52,5,0,35001
5201,38,27,23,114793
6286,43,14,15,986500
7579,62,10,16,84493
5912,25,10,0,119940
7940,36,28,13,26883
7408,45,4,23,20090
6571,56,24,26,26221
6267,64,13,14,84034
6247,48,25,17,84036
7669,65,19,17,17814
7716,40,15,16,160000
7543,57,28,1,84036
8236,34,1,1,32898
8080,29,8,27,91000
6522,39,13,12,-111195
6979,39,19,4,68227
6008,36,4,15,17500
7427,27,24,8,103373
5117,62,18,12,90041
6281,48,13,25,55000
7523,29,1,18,115000
5650,34,15,32,58812
8201,45,26,9,75503
5013,68,16,32,89448
5950,35,11,8,115773
7038,63,18,32,38001
8414,45,27,0,23778
6279,62,31,4,130969
7913,32,12,27,62633
6956,65,31,28,110092
6710,66,29,12,65003
6349,54,15,26,141842
8339,68,17,15,66559
6989,34,10,23,80646
5918,46,8,25,17384
7951,64,30,16,87615
5607,32,27,11,20073
6716,37,25,0,17500
6191,55,18,29,20000
5372,68,19,22,78321
6367,50,31,8,129249
8142,46,7,23,29089
7563,44,18,1,28000
5820,52,13,17,29804
6010,39,15,8,20778
6984,53,30,0,25117
5112,70,7,22,25000
7758,26,11,19,154760
7974,42,0,30,112794
7691,39,15,8,65003
7242,50,19,0,22078
5075,68,28,15,105549
8200,45,10,15,92821
6906,54,28,3,115773
8275,54,30,31,89590
6144,53,11,27,28500
